text,exp_and_td,labels
"Inanity or Insanity? Blaming Global Warming, Big Oil for South Napa Earthquake http http",infrastructure and utilities damage,8
"Inanity or Insanity? Blaming Global Warming, Big Oil for South Napa Earthquake http http",donation needs or offers or volunteering services,8
"Inanity or Insanity? Blaming Global Warming, Big Oil for South Napa Earthquake http http",caution and advice,8
"Inanity or Insanity? Blaming Global Warming, Big Oil for South Napa Earthquake http http",sympathy and emotional support,8
"Inanity or Insanity? Blaming Global Warming, Big Oil for South Napa Earthquake http http",other useful information,8
"Inanity or Insanity? Blaming Global Warming, Big Oil for South Napa Earthquake http http",not related or irrelevant,8
"Inanity or Insanity? Blaming Global Warming, Big Oil for South Napa Earthquake http http",someone is confirm dead death die or killed injured or hurt,8
Northern California braces for aftershocks after magnitude 6.0 earthquake | Fox News http,injured or dead people,7
Northern California braces for aftershocks after magnitude 6.0 earthquake | Fox News http,missing trapped or found people,7
Northern California braces for aftershocks after magnitude 6.0 earthquake | Fox News http,displaced people and evacuations,7
Northern California braces for aftershocks after magnitude 6.0 earthquake | Fox News http,infrastructure and utilities damage,7
Northern California braces for aftershocks after magnitude 6.0 earthquake | Fox News http,donation needs or offers or volunteering services,7
Northern California braces for aftershocks after magnitude 6.0 earthquake | Fox News http,caution and advice,7
Northern California braces for aftershocks after magnitude 6.0 earthquake | Fox News http,sympathy and emotional support,7
Northern California braces for aftershocks after magnitude 6.0 earthquake | Fox News http,other useful information,7
Northern California braces for aftershocks after magnitude 6.0 earthquake | Fox News http,not related or irrelevant,7
Northern California braces for aftershocks after magnitude 6.0 earthquake | Fox News http,someone is confirm dead death die or killed injured or hurt,7
"Earthquake Devastates California, San Francisco Bay area http",injured or dead people,3
"Earthquake Devastates California, San Francisco Bay area http",missing trapped or found people,3
"Earthquake Devastates California, San Francisco Bay area http",displaced people and evacuations,3
"Earthquake Devastates California, San Francisco Bay area http",infrastructure and utilities damage,3
"Earthquake Devastates California, San Francisco Bay area http",donation needs or offers or volunteering services,3
"Earthquake Devastates California, San Francisco Bay area http",caution and advice,3
"Earthquake Devastates California, San Francisco Bay area http",sympathy and emotional support,3
"Earthquake Devastates California, San Francisco Bay area http",other useful information,3
"Earthquake Devastates California, San Francisco Bay area http",not related or irrelevant,3
"Earthquake Devastates California, San Francisco Bay area http",someone is confirm dead death die or killed injured or hurt,3
"please pray for my people in Chile, 8.0 earthquake.",injured or dead people,6
"please pray for my people in Chile, 8.0 earthquake.",missing trapped or found people,6
"please pray for my people in Chile, 8.0 earthquake.",displaced people and evacuations,6
"please pray for my people in Chile, 8.0 earthquake.",infrastructure and utilities damage,6
"please pray for my people in Chile, 8.0 earthquake.",donation needs or offers or volunteering services,6
"please pray for my people in Chile, 8.0 earthquake.",caution and advice,6
"please pray for my people in Chile, 8.0 earthquake.",sympathy and emotional support,6
"please pray for my people in Chile, 8.0 earthquake.",other useful information,6
"please pray for my people in Chile, 8.0 earthquake.",not related or irrelevant,6
"please pray for my people in Chile, 8.0 earthquake.",someone is confirm dead death die or killed injured or hurt,6
"USA » NEWS » http HOT NEWS 829 earthquake Dozens injured, 6 critically, after strong earthquake in Californ…",injured or dead people,0
"USA » NEWS » http HOT NEWS 829 earthquake Dozens injured, 6 critically, after strong earthquake in Californ…",missing trapped or found people,0
"USA » NEWS » http HOT NEWS 829 earthquake Dozens injured, 6 critically, after strong earthquake in Californ…",displaced people and evacuations,0
"USA » NEWS » http HOT NEWS 829 earthquake Dozens injured, 6 critically, after strong earthquake in Californ…",infrastructure and utilities damage,0
"USA » NEWS » http HOT NEWS 829 earthquake Dozens injured, 6 critically, after strong earthquake in Californ…",donation needs or offers or volunteering services,0
"USA » NEWS » http HOT NEWS 829 earthquake Dozens injured, 6 critically, after strong earthquake in Californ…",caution and advice,0
"USA » NEWS » http HOT NEWS 829 earthquake Dozens injured, 6 critically, after strong earthquake in Californ…",sympathy and emotional support,0
"USA » NEWS » http HOT NEWS 829 earthquake Dozens injured, 6 critically, after strong earthquake in Californ…",other useful information,0
"USA » NEWS » http HOT NEWS 829 earthquake Dozens injured, 6 critically, after strong earthquake in Californ…",not related or irrelevant,0
"USA » NEWS » http HOT NEWS 829 earthquake Dozens injured, 6 critically, after strong earthquake in Californ…",someone is confirm dead death die or killed injured or hurt,0
PLEASE HUG ME I NEED A HUG RIGHT NOW pensive facebroken hearttwo hearts OKAY IGNORE ME THAT'S OKAY :(,injured or dead people,8
PLEASE HUG ME I NEED A HUG RIGHT NOW pensive facebroken hearttwo hearts OKAY IGNORE ME THAT'S OKAY :(,missing trapped or found people,8
PLEASE HUG ME I NEED A HUG RIGHT NOW pensive facebroken hearttwo hearts OKAY IGNORE ME THAT'S OKAY :(,displaced people and evacuations,8
PLEASE HUG ME I NEED A HUG RIGHT NOW pensive facebroken hearttwo hearts OKAY IGNORE ME THAT'S OKAY :(,infrastructure and utilities damage,8
PLEASE HUG ME I NEED A HUG RIGHT NOW pensive facebroken hearttwo hearts OKAY IGNORE ME THAT'S OKAY :(,donation needs or offers or volunteering services,8
PLEASE HUG ME I NEED A HUG RIGHT NOW pensive facebroken hearttwo hearts OKAY IGNORE ME THAT'S OKAY :(,caution and advice,8
PLEASE HUG ME I NEED A HUG RIGHT NOW pensive facebroken hearttwo hearts OKAY IGNORE ME THAT'S OKAY :(,sympathy and emotional support,8
PLEASE HUG ME I NEED A HUG RIGHT NOW pensive facebroken hearttwo hearts OKAY IGNORE ME THAT'S OKAY :(,other useful information,8
PLEASE HUG ME I NEED A HUG RIGHT NOW pensive facebroken hearttwo hearts OKAY IGNORE ME THAT'S OKAY :(,not related or irrelevant,8
PLEASE HUG ME I NEED A HUG RIGHT NOW pensive facebroken hearttwo hearts OKAY IGNORE ME THAT'S OKAY :(,someone is confirm dead death die or killed injured or hurt,8
Jawbone Looks At UP Data To See How Many Were Woken Up By The Napa Earthquake http via,injured or dead people,7
Jawbone Looks At UP Data To See How Many Were Woken Up By The Napa Earthquake http via,missing trapped or found people,7
Jawbone Looks At UP Data To See How Many Were Woken Up By The Napa Earthquake http via,displaced people and evacuations,7
Jawbone Looks At UP Data To See How Many Were Woken Up By The Napa Earthquake http via,infrastructure and utilities damage,7
Jawbone Looks At UP Data To See How Many Were Woken Up By The Napa Earthquake http via,donation needs or offers or volunteering services,7
Jawbone Looks At UP Data To See How Many Were Woken Up By The Napa Earthquake http via,caution and advice,7
Jawbone Looks At UP Data To See How Many Were Woken Up By The Napa Earthquake http via,sympathy and emotional support,7
Jawbone Looks At UP Data To See How Many Were Woken Up By The Napa Earthquake http via,other useful information,7
Jawbone Looks At UP Data To See How Many Were Woken Up By The Napa Earthquake http via,not related or irrelevant,7
Jawbone Looks At UP Data To See How Many Were Woken Up By The Napa Earthquake http via,someone is confirm dead death die or killed injured or hurt,7
"Scores of aftershocks from Napa earthquake felt, more on the way http",injured or dead people,7
"Scores of aftershocks from Napa earthquake felt, more on the way http",missing trapped or found people,7
"Scores of aftershocks from Napa earthquake felt, more on the way http",displaced people and evacuations,7
"Scores of aftershocks from Napa earthquake felt, more on the way http",infrastructure and utilities damage,7
"Scores of aftershocks from Napa earthquake felt, more on the way http",donation needs or offers or volunteering services,7
"Scores of aftershocks from Napa earthquake felt, more on the way http",caution and advice,7
"Scores of aftershocks from Napa earthquake felt, more on the way http",sympathy and emotional support,7
"Scores of aftershocks from Napa earthquake felt, more on the way http",other useful information,7
